x,y,target
-1.3819053055826276,-1.1628773182386554,2.0
1.7134730923732189,1.6333982345186333,3.0
1.7180016756026282,-1.7120282857368976,0.0
-1.5958225303823845,1.6205722038327595,0.0
0.36205666696838074,0.04706179492722772,1.0
0.06301744331047296,1.6142857602119314,0.0
0.14952872548263638,-1.6026030185184075,1.0
-1.0805817832323528,0.25924784348015206,0.0
1.7218697435611667,-0.30480826341922374,0.0
1.2430758541187383,0.6369061756235435,3.0
-0.51399600867493,-0.6434256479588998,2.0
1.0163293659390227,-0.9914394272596706,0.0
-0.760852058388412,1.1623253633799524,0.0
-0.6946745825730192,-1.7029554545755714,2.0
0.3813569480069608,0.8534715074431993,3.0
-1.5926420944911168,-0.38549392012269673,2.0
-0.32287042851710634,0.5368783230207242,0.0
0.2273707672410797,-0.8509364527493697,1.0
0.9532700597564104,1.5924046529336566,3.0
-1.5425180833963068,0.8774605663691586,0.0
1.0069333773730988,-0.25445027071851106,0.0
1.7106971565553437,-0.9622788329568553,0.0
0.7913952314691847,-1.6824920346490295,1.0
-0.24391985722498108,-0.1006049634809101,0.0
-0.3185514344648345,-1.2313197290546931,1.0
-1.6924071011683524,0.32356126979720823,0.0
-0.17827508757999705,1.072821616773581,0.0
-1.6255092791338226,-1.6530925702914658,2.0
-1.1183288826871927,-0.6829562295013737,2.0
1.427424340886097,1.1719789609064037,3.0
0.8142706281958274,0.31382736779234444,3.0
1.5414244401544779,0.18199010377831826,0.0
-0.9422020081128385,1.6439094005599408,0.0
-0.7790078174667967,-0.15917388857202866,0.0
1.2512814890519515,-1.458513893367297,0.0
0.5483751788061317,-1.2325553441372041,1.0
-0.8898686724736752,-1.2495139916058633,2.0
0.5464487533301897,-0.44365311901889914,1.0
0.8975041296191069,0.9737327728250844,3.0
1.7257236310554178,0.6565548125582922,3.0
-0.9368894505507809,0.705308084955764,0.0
0.49382263085376776,1.3076354000443686,3.0
-0.38617129920471965,1.5002110649466192,0.0
-1.1538778465517305,-1.6697071258816962,2.0
-1.2073167253711703,1.2536011339831437,0.0
0.08503974737392875,-0.40908742108584667,1.0
0.149971723177859,0.473115747020483,0.0
1.2048753553894977,-0.6203078027180917,0.0
-0.6599845370664466,0.2682117124844381,0.0
-1.429717459193995,-0.009164261010348111,2.0
-0.24188700305611632,-1.7222164892286456,1.0
-1.6725543396016367,-0.7784276212924361,2.0
-0.516285466011404,0.8671601691195916,0.0
-0.19691011772340006,-0.8594072464868663,2.0
1.6564467305521378,-1.334517377734921,0.0
-1.6966899662113768,1.2587974552716952,0.0
1.1593495116235357,0.15433044366580356,0.0
0.6949081739419503,-0.7930523483371299,1.0
-1.282911386723401,0.5827746854518191,0.0
-1.1224407723911916,-0.27910488729713523,2.0
0.09330038886624155,-1.1825476072164436,1.0
1.3895844933051553,-0.16408221618081373,0.0
1.3545907386358595,-1.1174218744737514,0.0
-0.0354651712146533,0.18268205916681246,0.0
-0.8180141364118729,-0.8529986859589175,2.0
0.5745551455551182,1.6381695559040665,3.0
0.49490460849169754,0.4426593982998158,3.0
0.760392564675969,-0.012266355513605276,1.0
1.286904749796245,1.5595550411081047,3.0
0.1905081475879239,1.1730354948481367,0.0
0.922985737825868,-1.301825229486439,0.0
-1.7089510270724295,-1.1795651282921245,2.0
0.829054225755796,0.660424412242077,3.0
0.47952266199069415,-1.600353612788247,1.0
1.64115628239541,-0.6538578477069352,0.0
1.106760406012212,1.2121145273860954,3.0
1.7253110839232946,1.2869619501647898,3.0
-0.48809827113964604,-0.3321809683046186,0.0
-0.5452404430688337,-1.0138295190661384,2.0
0.06580381204707798,0.843788778093879,0.0
-0.8605124230060653,-0.44999436161953554,2.0
-0.6895945281135298,1.4761429050315726,0.0
-1.0782773956064136,-1.0071618059119638,2.0
-0.3338782418373207,0.22836227113846716,0.0
-0.6029466536601237,-1.342051942115183,2.0
-1.2189152496349758,0.8697639573928277,0.0
1.5363250001224056,0.9002118595528626,3.0
-0.46836879289544114,1.1601960766833297,0.0
0.08490995757575422,-0.12397732625843373,1.0
0.8934756986866684,-0.5853425970956807,0.0
-1.4177291284546498,-0.6119497812881537,2.0
-1.3324988264927888,-1.440749979750042,2.0
-0.07485077875697528,1.333904975219036,0.0
0.8144374709131129,1.2401167419647368,3.0
1.3778210850588537,-1.7070322799213935,0.0
1.1764980380591417,0.9310218852369838,3.0
-1.638051063210149,0.5943803427759012,0.0
1.512693614143182,0.4773432876443504,0.0
-0.6050943784815654,0.6065042565207717,0.0
-1.3966024615962194,0.3320272113581302,0.0
1.4161963774236095,-0.8540203039896141,0.0
-1.1547910193791942,-0.010413855850450392,2.0
-0.17812651743270558,-0.48527019175191755,2.0
-1.186508285098194,1.5234565480601214,0.0
1.45507748961603,-0.4598336918307889,0.0
-1.4282727604646586,1.4118563620481501,0.0
0.6448582754001517,0.8915805477547731,3.0
0.30591539936279777,-1.3393697796680808,1.0
-0.18301612379232307,-1.4547242950265755,1.0
0.33590785354400765,1.5264743132220537,3.0
0.34336063433610414,-0.6046942973162605,1.0
0.522986319040301,-0.15325372426682848,1.0
0.5891035305788,0.18698494828354506,1.0
-0.27189203987238375,0.7854140131374174,0.0
-0.8977978804761402,-1.5470670522535712,2.0
-0.9250205014925628,1.354549985913549,0.0
-1.4631065810017165,-0.9176688348300294,2.0
-0.5741485043726702,0.03778954430017702,0.0
0.008148628210981565,-0.6450743196284632,1.0
0.7371916522110076,-0.2734731663253066,1.0
-0.07125897578683067,0.5791444365378954,0.0
1.710018193135358,-0.06331592650391546,0.0
1.2222006264801648,-0.3638419992719609,0.0
0.7013358481059729,-1.4614558474865158,1.0
-1.3381701057992803,-0.38638992921805027,2.0
1.2954190644937018,0.3737448343648715,3.0
-1.1466729324127707,-1.2925943191995515,2.0
0.46459562324721465,-0.8582995239296749,1.0
1.4850990139040894,-1.4962223679844047,0.0
-0.7474756513536364,0.9072330203708069,0.0
-0.17115701358050273,1.6060968467028134,0.0
0.28943186547421335,-0.23356413507613602,1.0
-1.432562777917753,1.1838028151360906,0.0
0.7648325017206159,-1.135194300410735,0.0
0.3455034810480564,-1.1159037427788978,1.0
-1.039341936873009,1.0998555551961282,0.0
1.014458385953938,0.5286960938536527,3.0
-1.5475204781210028,-1.366045097639032,2.0
0.30502504012387205,0.2633280090273268,0.0
-0.42886135231038164,-1.602849864536408,1.0
0.5185571452300715,1.0916148905263339,3.0
1.5364957259816168,1.5042157282609785,3.0
-0.02058109167752291,-0.9972159973369255,1.0
1.481206273216794,0.6904175938899294,3.0
0.9456129023908632,-1.530246066427699,0.0
0.6072246490101264,0.6249982457605517,3.0
-0.7680740467633143,0.46622717610136893,0.0
1.0158952321399088,0.7676671238906574,3.0
1.0048453652572433,-0.767624388091213,0.0
-1.3805588682411354,1.623628171320452,0.0
-1.6888743353697655,1.0323213573957366,0.0
-0.8479622835329991,0.04071182958992801,0.0
-0.7400146699006622,-0.6218677860603992,2.0
0.3464800094380774,0.6479874489755678,3.0
1.1249872020179104,-1.2510267571393685,0.0
-0.5647459395443333,1.6352480019929148,0.0
-0.44333409019943315,-0.8398476218913878,2.0
1.3585882133997587,1.371930994933074,3.0
1.0714403102379937,1.4092371098009233,3.0
0.798284702877719,1.4384820518368506,3.0
-1.092349587795368,0.4576714200840047,0.0
0.5678704118398208,-1.028805313570676,1.0
1.3050883726892197,0.01710148027131517,0.0
-1.570727069478781,0.1660195997453167,0.0
-1.6266397046593617,-0.5801326399205606,2.0
1.1892692568577587,-0.16751105298090382,0.0
-0.12228964456603436,-1.1659380665018555,1.0
-1.2942237701185804,-0.18228591002719746,2.0
-0.07377827438901037,-0.29349341993095573,1.0
0.015479501776780074,1.042165598609647,0.0
-0.34070143864425473,1.3129687880242757,0.0
-0.009011184691380368,-1.3463552835171575,1.0
1.568629961476122,-1.09431609190214,0.0
1.510063152374981,-0.01295686068905537,0.0
0.09950916275841613,1.4257600020572125,0.0
1.2094057216572935,-0.9648563682066758,0.0
1.3637976490152857,0.9874531338086654,3.0
-1.7036276705677267,1.4626013369417732,0.0
-1.2996468794316842,-0.7624597240492362,2.0
0.7145534502209552,1.0685740016743148,3.0
-1.716197285798958,-1.4573829363409556,2.0
-0.5894672269693647,-0.15763858462202468,0.0
1.726819450715651,0.14591739478526505,0.0
0.30190623202910305,-1.7123370065426833,1.0
-1.6994975717878453,-0.9951860335141617,2.0
-0.534827589905285,0.4354821045328773,0.0
1.4771613354114674,-1.2845172059770904,0.0
-0.19998024669226816,0.07645590870176984,0.0
1.0898995523531687,0.3628959657412351,3.0
-1.4033695047441983,0.7585995061636982,0.0
1.3232143812816337,0.7997681656995309,3.0
0.6169395244461928,1.4579243460035625,3.0
0.0014445835281374,0.35807949161060854,0.0
-0.9282288651406421,0.8852508177188227,0.0
-1.3023898215901535,-1.0026086463337676,2.0
0.8744354372684312,-0.38983602540561507,1.0
-1.1243027916377313,-0.5057923132211716,2.0
-0.8796431910416322,0.21514278574291998,0.0
-0.6364743512556922,-1.5354704727005986,2.0
-0.34582451600300335,-0.5492251491912581,0.0
1.6790102721967182,0.4102299231258575,0.0
0.16021837972096484,-1.0198745388958461,1.0
-1.429853389429688,-1.5874770972459658,2.0
-0.010270653982306279,-1.6784782294588965,1.0
0.7453349502430423,-0.9601066267592677,1.0
-1.227267105868879,1.0437532645303025,0.0
-1.5406950908626755,0.449162982500448,0.0
0.5265980387755235,-0.6960107540420825,1.0
-0.3891180760898232,0.9869632831803599,0.0
1.2164421527708766,-1.638614842584893,0.0
0.13471330245657076,0.22419079230838979,0.0
-0.5780317075633763,-0.48442366199692494,0.0
-0.18941752545047666,0.4272234158983185,0.0
-0.020209222414210828,-0.8265667558867583,1.0
-0.3538052928577585,-1.4287791884630532,1.0
0.7834319503175191,0.4970289620454661,3.0
1.3053573463413,-1.2943365750343592,0.0
1.7008803735530842,0.8529833678807869,3.0
0.3574291315956121,1.0382197522008512,3.0
1.4274883046673195,-0.6877674524202709,0.0
-0.9741349638014145,-0.1983565661423379,2.0
0.2594731676201877,1.3706485006953575,3.0
-0.39113451254093545,-0.01854931889351954,0.0
0.3270647541840202,0.48319438608536913,3.0
-0.9598924434015378,-0.6274337117076029,2.0
0.8855423466718758,-0.12186268145371512,1.0
-0.07320577609326694,-0.07056918067474668,0.0
1.6700752850045946,-1.5547431350850593,0.0
0.06458683091401415,0.6746899580867667,0.0
0.19522686220007035,0.04196187731157887,1.0
-1.008561013375658,0.08372395224575026,0.0
0.4121621805253704,-0.34227194531126326,1.0
1.6165472538552503,-0.4936755805486478,0.0
-1.472093765503893,-0.2750115436209569,2.0
-1.5736450674307785,-0.08587981731636503,2.0
-0.762000773236869,1.3231848596013915,0.0
-0.5985826625643165,1.0635138795237427,0.0
1.318673737516513,0.2151054338558698,0.0
-1.2322100516276777,0.37573810470726954,0.0
0.6401863919470562,1.2393528029798753,3.0
-0.9810358021301361,-0.8804330448458674,2.0
0.9642349058250679,-1.148558694234167,0.0
-1.5529481468580426,-1.1426373190277068,2.0
-0.5725927225445054,1.3683613898474436,0.0
0.37268425945144684,-1.4831213728524506,1.0
0.18476227706282797,-1.441985746431418,1.0
-1.3785407263653608,0.1396382121738543,0.0
-1.0143781193062782,-1.380612737964477,2.0
-0.8423367269593747,-1.3998524503899592,2.0
-0.12123939644420838,0.9264833843494337,0.0
0.9983781074365916,1.0979937617671158,3.0
0.5356371401084652,0.7790711740002245,3.0
1.568603744609148,-0.7919395739849499,0.0
1.6902803734206748,1.4382595932405597,3.0
1.5418071806099107,1.0650120054069043,3.0
-0.04031046045568752,1.4976579752331811,0.0
0.7296102521853903,1.6575592234106127,3.0
-1.1370999871642498,0.6374029444534389,0.0
-0.5359732271884664,-1.7140061708463068,1.0
0.2225495225894845,-0.5081812996207684,1.0
0.6118472352471609,0.33832581560713,3.0
1.0991858833286419,1.6448970520322328,3.0
