x,y,z,target
-1.2461764080305577,-1.199702977446444,-1.6761663582333306,2.0
1.6309457973316364,1.4522206918494132,1.5462383310816121,3.0
-1.5883126151004272,-0.07098276426268933,1.607566946442523,1.0
0.5588405535758894,1.6548318764605692,-1.620364716952902,0.0
1.6587815999308753,-1.5967198527879696,0.24245655405161484,2.0
-1.6758783696449093,1.2596162953207066,-0.46980516448870363,0.0
0.937171999848536,-0.7048429385699109,-1.671885388946049,2.0
-0.5381125761014706,-1.675538654762462,0.5230858395570678,1.0
0.11306958394372066,0.32877677289807494,0.30815234759070526,1.0
-0.5899452344094919,1.6173286179507502,1.552782002902304,3.0
1.120109928980781,-0.49812473646943806,1.632298235544142,4.0
1.63405078065352,0.6422460929066088,-0.6644192175853904,3.0
-1.6548722714378357,-0.48322818088632435,-0.052260930244731635,1.0
-0.4969496224183516,0.30682548256172193,-1.5945688679219245,0.0
0.43676469926658446,-1.5773859666110424,-0.5879397812930741,2.0
0.9673887676652564,1.6529275979927969,0.2494000312998116,3.0
-1.668590337593414,-1.6210673643542313,1.4194183118344816,1.0
-0.3292451509157239,-0.7247175533557131,1.613777367977002,4.0
-0.9249221570793366,1.6548534067307836,-1.6723673498090856,0.0
-0.5032610805411927,1.6392256026704644,0.1393379461759259,0.0
1.663789996270159,0.32812255415956654,0.6633727935767105,3.0
0.36606087050511793,0.7001869481889909,1.6535359872457382,3.0
-1.6574137647972678,1.6185820372719164,0.8123112680080564,1.0
-0.44546618061089766,-0.620939079936801,-0.714890838439704,2.0
1.310693808358503,-0.5967421214103233,-0.46353242677807793,2.0
0.46248065026643587,-1.6971725702795637,1.6934637108984374,4.0
0.44156320387572306,-0.8808072491731818,0.6404700456961366,4.0
-1.6799792714718278,-0.09267868557713727,-1.2298168755060963,0.0
-1.4131016318195122,-1.63900601934292,-0.4400675242458069,1.0
1.6849902036818694,-1.5919929282646552,1.5970498969286413,4.0
0.4252074387892697,0.6852625553225664,-0.8580661970478134,0.0
1.5405652634937823,-1.6413359377082597,-1.1118826287809285,2.0
-1.0846848895513965,0.3570357923991261,0.5835133032816233,1.0
-0.034969177856576376,-1.310588506906669,-1.688955494477578,2.0
-0.6899078214305164,0.5911148334675154,-0.4567375008043646,0.0
1.6431313953174471,1.3306915506846768,-1.5998225295983861,0.0
-1.0650219362284277,-0.70120806204303,0.8387473920946004,1.0
1.3848616454129778,0.2900036337723919,-1.6489732078522166,2.0
-0.19465843033598226,1.5422864764838364,-0.9015281101094496,0.0
0.25552107338179325,1.4885716615621813,0.9736336661140532,3.0
-1.549984017870199,0.958073923254953,1.6705561132623483,1.0
1.6491950262661574,1.6836307962768295,-0.47951544575790267,3.0
-0.5957633993496139,0.45510963777306035,1.6653227890330904,1.0
1.5683347929403983,-0.7663957828388033,0.778706650781277,4.0
-1.4402003889533337,0.8385236038699374,-1.4758018177814132,0.0
1.4227321578930971,0.49891546465224124,1.556045631710729,3.0
0.4211880098689834,-0.3877382089844098,-0.24737051362184018,2.0
-0.6589415396786839,-1.6044546361050225,1.5535633577672936,1.0
0.9819423554017092,0.4540065541200668,0.04438773370072308,3.0
-1.5705536986661237,0.3499542122992331,-0.43077213134628617,0.0
0.7654924639194199,0.21209302283383896,0.9950412807561284,4.0
0.292933738397361,-0.3149970277604616,-1.1345087619611804,2.0
1.1144360252212087,1.0700004855933545,0.9178077705746968,3.0
-0.4159230523998905,-0.8387409343760486,0.2132463095929509,1.0
0.2468488311458724,1.1891578972431331,-0.13942909171749818,0.0
-1.5287263300592422,-1.5961978731116289,0.5517104926459221,1.0
-0.3691139633118898,-0.023193312450488352,0.952278134831227,1.0
-0.5681819924775957,-0.5709582196989004,-1.6007002039962237,2.0
-0.5606288871290173,-1.5253667155360981,-0.59062169611601,2.0
0.8143424257523137,1.6896968406339892,-0.6893051107455033,0.0
0.44094620034443055,-1.6603908462991797,0.2748378988487314,2.0
-0.5929699405945622,1.0348393047779065,0.7475828596461325,1.0
0.38265771115809677,0.33278506525126955,-1.6682299356202908,2.0
0.9190080577545665,-1.577508412931283,1.008209423738303,4.0
1.6699194818673353,-0.8406715557482558,-1.3153486939289778,2.0
-1.1831130679288442,-0.9717829648365905,-0.8620459313081204,2.0
-1.6790477209200383,1.6523874394311344,-1.1845222253284484,0.0
-1.1674393776232657,1.0320938625116567,0.1258525078704548,0.0
0.30620073336801645,-0.2107556911335303,1.595823714358985,4.0
-1.440724833620435,-0.8837880228222701,1.6783767997859949,1.0
1.0376434116717723,-0.30123412325127213,0.37676407993319944,4.0
-1.7083568093099293,0.7902719875350298,0.906339841202247,1.0
0.8283493216541575,-1.6436455553813074,-1.4732615187971545,2.0
0.8987898950580222,0.06040748472252761,-0.6963062287456012,2.0
-0.5724961808102766,-0.12184464049876279,-0.09088169767689044,2.0
0.6661842462510285,1.582684456291156,1.6347738780561871,3.0
1.595820324986292,1.6584120939409617,0.7430784174491007,3.0
-0.9148598187145132,1.2493699295187415,-0.9147271540742328,0.0
0.9905999295605994,-1.219717467870574,-0.13294785402959663,2.0
